40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
04:53:06.0 (25798866)|STATEMENT_EXECUTE|[8]
04:53:06.0 (25800246)|HEAP_ALLOCATE|[8]|Bytes:4
04:53:06.0 (25804111)|VARIABLE_ASSIGNMENT|[8]|this.totalSize|0|0x5f41c282
04:53:06.0 (25813830)|HEAP_ALLOCATE|[8]|Bytes:6
04:53:06.0 (25853984)|STATEMENT_EXECUTE|[10]
04:53:06.0 (25855533)|STATEMENT_EXECUTE|[11]
04:53:06.0 (25858590)|HEAP_ALLOCATE|[11]|Bytes:4
04:53:06.0 (25908396)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counter":0,"limitSize":10,"resultEntries":"0x366b2f4d","totalSize":0}|0x5f41c282
04:53:06.0 (25917478)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (25922166)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x353ebf36
04:53:06.0 (25930743)|VARIABLE_ASSIGNMENT|[4]|this.BlogEntriesToShow|[]|0x5f41c282
04:53:06.0 (25939752)|STATEMENT_EXECUTE|[12]
04:53:06.0 (25942644)|HEAP_ALLOCATE|[12]|Bytes:111
04:53:06.0 (25951108)|HEAP_ALLOCATE|[12]|Bytes:4
04:53:06.0 (25970002)|HEAP_ALLOCATE|[50]|Bytes:5
04:53:06.0 (25982800)|HEAP_ALLOCATE|[56]|Bytes:5
04:53:06.0 (25989248)|HEAP_ALLOCATE|[64]|Bytes:7
04:53:06.0 (26285191)|SOQL_EXECUTE_BEGIN|[12]|Aggregations:0|SELECT title__c, link__c, published__c, description__c FROM BlogEntry__c ORDER BY published__c DESC NULLS FIRST
04:53:06.0 (46952960)|SOQL_EXECUTE_END|[12]|Rows:42
04:53:06.0 (46975275)|HEAP_ALLOCATE|[12]|Bytes:172
04:53:06.0 (47045462)|HEAP_ALLOCATE|[12]|Bytes:26444
04:53:06.0 (47072672)|HEAP_ALLOCATE|[12]|Bytes:172
04:53:06.0 (47094165)|VARIABLE_ASSIGNMENT|[12]|this.resultEntries|"List of size 42 too large to display"|0x5f41c282
04:53:06.0 (47100422)|STATEMENT_EXECUTE|[15]
04:53:06.0 (47140642)|HEAP_ALLOCATE|[15]|Bytes:4
04:53:06.0 (47150043)|VARIABLE_ASSIGNMENT|[15]|this.totalSize|42|0x5f41c282
04:53:06.0 (47159839)|STATEMENT_EXECUTE|[16]
04:53:06.0 (47162112)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47165047)|VARIABLE_SCOPE_BEGIN|[17]|i|Integer|false|false
04:53:06.0 (47170752)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47175588)|VARIABLE_ASSIGNMENT|[17]|i|0
04:53:06.0 (47180366)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47181438)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47226888)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47267199)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47281297)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47286883)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47292387)|VARIABLE_ASSIGNMENT|[17]|i|1
04:53:06.0 (47298155)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47299230)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47317420)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47337279)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47345268)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47349157)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47353396)|VARIABLE_ASSIGNMENT|[17]|i|2
04:53:06.0 (47358020)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47359067)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47374238)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47390442)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47397415)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47401393)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47405355)|VARIABLE_ASSIGNMENT|[17]|i|3
04:53:06.0 (47409785)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47410808)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47424476)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47439405)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47446354)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47450164)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47453820)|VARIABLE_ASSIGNMENT|[17]|i|4
04:53:06.0 (47457961)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47458945)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47472521)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47487737)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47494598)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47498822)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47502450)|VARIABLE_ASSIGNMENT|[17]|i|5
04:53:06.0 (47506351)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47507316)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47520550)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47535218)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47541943)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47546075)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47549728)|VARIABLE_ASSIGNMENT|[17]|i|6
04:53:06.0 (47553650)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47554594)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47567908)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47582753)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47589948)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47593866)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47597726)|VARIABLE_ASSIGNMENT|[17]|i|7
04:53:06.0 (47601560)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47602516)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47615887)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47630287)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47637112)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47640939)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47644701)|VARIABLE_ASSIGNMENT|[17]|i|8
04:53:06.0 (47648402)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47649361)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47662695)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47677460)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47684416)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47688736)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47692971)|VARIABLE_ASSIGNMENT|[17]|i|9
04:53:06.0 (47697323)|STATEMENT_EXECUTE|[17]
04:53:06.0 (47698284)|STATEMENT_EXECUTE|[18]
04:53:06.0 (47711394)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (47726095)|HEAP_ALLOCATE|[18]|Bytes:24
04:53:06.0 (47732925)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:53:06.0 (47736739)|HEAP_ALLOCATE|[17]|Bytes:4
04:53:06.0 (47740848)|VARIABLE_ASSIGNMENT|[17]|i|10
04:53:06.0 (47803507)|SYSTEM_MODE_ENTER|true
04:53:06.0 (50032455)|SYSTEM_MODE_ENTER|true
04:53:06.0 (50070087)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
04:53:06.0 (50095032)|VARIABLE_SCOPE_BEGIN|[84]|this|JsonController|true|false
04:53:06.0 (50128302)|VARIABLE_ASSIGNMENT|[84]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (50138595)|STATEMENT_EXECUTE|[84]
04:53:06.0 (50143039)|STATEMENT_EXECUTE|[86]
04:53:06.0 (50154262)|HEAP_ALLOCATE|[86]|Bytes:5
04:53:06.0 (50358574)|SYSTEM_MODE_ENTER|true
04:53:06.0 (50385305)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
04:53:06.0 (50410522)|VARIABLE_SCOPE_BEGIN|[77]|this|JsonController|true|false
04:53:06.0 (50434562)|VARIABLE_ASSIGNMENT|[77]|this|{"BlogEntriesToShow":"0x353ebf36","counter":0,"limitSize":10,"resultEntries":"0x43b14e2","totalSize":42}|0x5f41c282
04:53:06.0 (50443289)|STATEMENT_EXECUTE|[77]
04:53:06.0 (50448242)|STATEMENT_EXECUTE|[81]
04:53:06.0 (50452760)|HEAP_ALLOCATE|[81]|Bytes:5
04:53:06.0 (59129259)|VF_SERIALIZE_VIEWSTATE_BEGIN|0667F000003H5tO
04:53:06.0 (73901329)|VF_SERIALIZE_VIEWSTATE_END
04:53:06.0 (160803981)|CODE_UNIT_STARTED|[EXTERNAL]|Generate Metadata
04:53:06.0 (168679698)|CODE_UNIT_FINISHED|Generate Metadata
04:53:06.172 (172591084)|CUMULATIVE_LIMIT_USAGE
04:53:06.172 (172591084)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 42 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

04:53:06.172 (172591084)|CUMULATIVE_LIMIT_USAGE_END

04:53:06.0 (172632460)|CODE_UNIT_FINISHED|VF: /apex/ShowNews
04:53:06.0 (173338943)|EXECUTION_FINISHED
