40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
06:13:08.0 (69107895)|STATEMENT_EXECUTE|[22]
06:13:08.0 (69125057)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x6b51ff1b","climatesToShow":"0x3576cdfc","counter":0,"limitSize":10,"resultEntries":"0x17708fb5","totalSize":42}|0x4e3cda11
06:13:08.0 (69143264)|HEAP_ALLOCATE|[22]|Bytes:24
06:13:08.0 (69150790)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:13:08.0 (69155109)|HEAP_ALLOCATE|[21]|Bytes:4
06:13:08.0 (69159689)|VARIABLE_ASSIGNMENT|[21]|i|8
06:13:08.0 (69163840)|STATEMENT_EXECUTE|[21]
06:13:08.0 (69164965)|STATEMENT_EXECUTE|[22]
06:13:08.0 (69182406)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x6b51ff1b","climatesToShow":"0x3576cdfc","counter":0,"limitSize":10,"resultEntries":"0x17708fb5","totalSize":42}|0x4e3cda11
06:13:08.0 (69199848)|HEAP_ALLOCATE|[22]|Bytes:24
06:13:08.0 (69207764)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:13:08.0 (69211962)|HEAP_ALLOCATE|[21]|Bytes:4
06:13:08.0 (69216575)|VARIABLE_ASSIGNMENT|[21]|i|9
06:13:08.0 (69220889)|STATEMENT_EXECUTE|[21]
06:13:08.0 (69221995)|STATEMENT_EXECUTE|[22]
06:13:08.0 (69239422)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"blogEntriesToShow":"0x6b51ff1b","climatesToShow":"0x3576cdfc","counter":0,"limitSize":10,"resultEntries":"0x17708fb5","totalSize":42}|0x4e3cda11
06:13:08.0 (69256494)|HEAP_ALLOCATE|[22]|Bytes:24
06:13:08.0 (69263992)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
06:13:08.0 (69268488)|HEAP_ALLOCATE|[21]|Bytes:4
06:13:08.0 (69273114)|VARIABLE_ASSIGNMENT|[21]|i|10
06:13:08.0 (69354016)|SYSTEM_MODE_ENTER|true
06:13:08.0 (72370874)|SYSTEM_MODE_ENTER|true
06:13:08.0 (72422433)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
06:13:08.0 (72458771)|VARIABLE_SCOPE_BEGIN|[88]|this|JsonController|true|false
06:13:08.0 (72491611)|VARIABLE_ASSIGNMENT|[88]|this|{"blogEntriesToShow":"0x6b51ff1b","climatesToShow":"0x3576cdfc","counter":0,"limitSize":10,"resultEntries":"0x17708fb5","totalSize":42}|0x4e3cda11
06:13:08.0 (72505446)|STATEMENT_EXECUTE|[88]
06:13:08.0 (72510378)|STATEMENT_EXECUTE|[90]
06:13:08.0 (72527129)|HEAP_ALLOCATE|[90]|Bytes:5
06:13:08.0 (72786311)|SYSTEM_MODE_ENTER|true
06:13:08.0 (72820528)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:28
06:13:08.0 (72848617)|VARIABLE_SCOPE_BEGIN|[81]|this|JsonController|true|false
06:13:08.0 (72877262)|VARIABLE_ASSIGNMENT|[81]|this|{"blogEntriesToShow":"0x6b51ff1b","climatesToShow":"0x3576cdfc","counter":0,"limitSize":10,"resultEntries":"0x17708fb5","totalSize":42}|0x4e3cda11
06:13:08.0 (72887814)|STATEMENT_EXECUTE|[81]
06:13:08.0 (72893634)|STATEMENT_EXECUTE|[85]
06:13:08.0 (72898557)|HEAP_ALLOCATE|[85]|Bytes:5
06:13:08.0 (83558479)|VF_SERIALIZE_VIEWSTATE_BEGIN|0667F000003H5tO
06:13:08.0 (104173602)|VF_SERIALIZE_VIEWSTATE_END
06:13:08.0 (201652934)|CODE_UNIT_STARTED|[EXTERNAL]|Generate Metadata
06:13:08.0 (245350994)|CODE_UNIT_FINISHED|Generate Metadata
06:13:08.249 (249960882)|CUMULATIVE_LIMIT_USAGE
06:13:08.249 (249960882)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 2 out of 100
  Number of query rows: 42 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

06:13:08.249 (249960882)|CUMULATIVE_LIMIT_USAGE_END

06:13:08.0 (250019008)|CODE_UNIT_FINISHED|VF: /apex/ShowNews
06:13:08.0 (250769556)|EXECUTION_FINISHED
