40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
05:45:46.0 (1693057)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (1704632)|VARIABLE_ASSIGNMENT|[3]|this.resultEntries|[]|0x68d0d637
05:45:46.0 (1709059)|STATEMENT_EXECUTE|[4]
05:45:46.0 (1710233)|STATEMENT_EXECUTE|[6]
05:45:46.0 (1715011)|HEAP_ALLOCATE|[6]|Bytes:4
05:45:46.0 (1721963)|VARIABLE_ASSIGNMENT|[6]|this.counter|0|0x68d0d637
05:45:46.0 (1725864)|STATEMENT_EXECUTE|[7]
05:45:46.0 (1727263)|HEAP_ALLOCATE|[7]|Bytes:4
05:45:46.0 (1731661)|VARIABLE_ASSIGNMENT|[7]|this.limitSize|10|0x68d0d637
05:45:46.0 (1735165)|STATEMENT_EXECUTE|[8]
05:45:46.0 (1736510)|HEAP_ALLOCATE|[8]|Bytes:4
05:45:46.0 (1740238)|VARIABLE_ASSIGNMENT|[8]|this.totalSize|0|0x68d0d637
05:45:46.0 (1748125)|HEAP_ALLOCATE|[8]|Bytes:6
05:45:46.0 (1783356)|STATEMENT_EXECUTE|[10]
05:45:46.0 (1784764)|STATEMENT_EXECUTE|[11]
05:45:46.0 (1787370)|HEAP_ALLOCATE|[11]|Bytes:4
05:45:46.0 (1828910)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counter":0,"limitSize":10,"resultEntries":"0x4029a746","totalSize":0}|0x68d0d637
05:45:46.0 (1837785)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (1842451)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x102d6d7c
05:45:46.0 (1850558)|VARIABLE_ASSIGNMENT|[4]|this.BlogEntriesToShow|[]|0x68d0d637
05:45:46.0 (1859636)|STATEMENT_EXECUTE|[12]
05:45:46.0 (1861822)|HEAP_ALLOCATE|[12]|Bytes:111
05:45:46.0 (1871065)|HEAP_ALLOCATE|[12]|Bytes:4
05:45:46.0 (1884726)|HEAP_ALLOCATE|[50]|Bytes:5
05:45:46.0 (1896336)|HEAP_ALLOCATE|[56]|Bytes:5
05:45:46.0 (1901588)|HEAP_ALLOCATE|[64]|Bytes:7
05:45:46.0 (2146693)|SOQL_EXECUTE_BEGIN|[12]|Aggregations:0|SELECT title__c, link__c, published__c, description__c FROM BlogEntry__c ORDER BY published__c DESC NULLS FIRST
05:45:46.0 (24614522)|SOQL_EXECUTE_END|[12]|Rows:42
05:45:46.0 (24636544)|HEAP_ALLOCATE|[12]|Bytes:172
05:45:46.0 (24702381)|HEAP_ALLOCATE|[12]|Bytes:26465
05:45:46.0 (24731605)|HEAP_ALLOCATE|[12]|Bytes:172
05:45:46.0 (24753837)|VARIABLE_ASSIGNMENT|[12]|this.resultEntries|"List of size 42 too large to display"|0x68d0d637
05:45:46.0 (24759704)|STATEMENT_EXECUTE|[15]
05:45:46.0 (24791111)|HEAP_ALLOCATE|[15]|Bytes:4
05:45:46.0 (24799331)|VARIABLE_ASSIGNMENT|[15]|this.totalSize|42|0x68d0d637
05:45:46.0 (24809742)|STATEMENT_EXECUTE|[16]
05:45:46.0 (24811775)|STATEMENT_EXECUTE|[17]
05:45:46.0 (24814500)|VARIABLE_SCOPE_BEGIN|[17]|i|Integer|false|false
05:45:46.0 (24821563)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (24828128)|VARIABLE_ASSIGNMENT|[17]|i|0
05:45:46.0 (24835896)|STATEMENT_EXECUTE|[17]
05:45:46.0 (24837604)|STATEMENT_EXECUTE|[18]
05:45:46.0 (24887531)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (24930004)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (24943526)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (24949603)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (24955566)|VARIABLE_ASSIGNMENT|[17]|i|1
05:45:46.0 (24961468)|STATEMENT_EXECUTE|[17]
05:45:46.0 (24962427)|STATEMENT_EXECUTE|[18]
05:45:46.0 (24980497)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (24999090)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25006046)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25010572)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25014309)|VARIABLE_ASSIGNMENT|[17]|i|2
05:45:46.0 (25019020)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25019881)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25033850)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25049538)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25056106)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25059748)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25063453)|VARIABLE_ASSIGNMENT|[17]|i|3
05:45:46.0 (25067651)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25068480)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25081357)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25095866)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25101913)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25105538)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25109066)|VARIABLE_ASSIGNMENT|[17]|i|4
05:45:46.0 (25113076)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25113907)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25126567)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25140788)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25146865)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25150636)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25154346)|VARIABLE_ASSIGNMENT|[17]|i|5
05:45:46.0 (25158820)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25159649)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25178046)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25193089)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25200248)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25203876)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25207599)|VARIABLE_ASSIGNMENT|[17]|i|6
05:45:46.0 (25212018)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25212907)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25225785)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25239688)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25246445)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25249977)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25253710)|VARIABLE_ASSIGNMENT|[17]|i|7
05:45:46.0 (25258152)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25259023)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25271644)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25285527)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25291800)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25295370)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25299302)|VARIABLE_ASSIGNMENT|[17]|i|8
05:45:46.0 (25303466)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25304338)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25316774)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25330938)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25336991)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25340924)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25344552)|VARIABLE_ASSIGNMENT|[17]|i|9
05:45:46.0 (25348441)|STATEMENT_EXECUTE|[17]
05:45:46.0 (25349295)|STATEMENT_EXECUTE|[18]
05:45:46.0 (25361620)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (25375140)|HEAP_ALLOCATE|[18]|Bytes:24
05:45:46.0 (25381244)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
05:45:46.0 (25384669)|HEAP_ALLOCATE|[17]|Bytes:4
05:45:46.0 (25388342)|VARIABLE_ASSIGNMENT|[17]|i|10
05:45:46.0 (25438264)|SYSTEM_MODE_ENTER|true
05:45:46.0 (27511567)|SYSTEM_MODE_ENTER|true
05:45:46.0 (27549040)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
05:45:46.0 (27558368)|VARIABLE_SCOPE_BEGIN|[84]|this|JsonController|true|false
05:45:46.0 (27584550)|VARIABLE_ASSIGNMENT|[84]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (27595111)|STATEMENT_EXECUTE|[84]
05:45:46.0 (27599707)|STATEMENT_EXECUTE|[86]
05:45:46.0 (27611526)|HEAP_ALLOCATE|[86]|Bytes:5
05:45:46.0 (27774285)|SYSTEM_MODE_ENTER|true
05:45:46.0 (27798944)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
05:45:46.0 (27806210)|VARIABLE_SCOPE_BEGIN|[77]|this|JsonController|true|false
05:45:46.0 (27827461)|VARIABLE_ASSIGNMENT|[77]|this|{"BlogEntriesToShow":"0x102d6d7c","counter":0,"limitSize":10,"resultEntries":"0x621f4ff1","totalSize":42}|0x68d0d637
05:45:46.0 (27835504)|STATEMENT_EXECUTE|[77]
05:45:46.0 (27841138)|STATEMENT_EXECUTE|[81]
05:45:46.0 (27845560)|HEAP_ALLOCATE|[81]|Bytes:5
05:45:46.0 (35235947)|VF_SERIALIZE_VIEWSTATE_BEGIN|0667F000003H5tO
05:45:46.0 (45951237)|VF_SERIALIZE_VIEWSTATE_END
05:45:46.0 (112396578)|CODE_UNIT_STARTED|[EXTERNAL]|Generate Metadata
05:45:46.0 (119272707)|CODE_UNIT_FINISHED|Generate Metadata
05:45:46.123 (123374167)|CUMULATIVE_LIMIT_USAGE
05:45:46.123 (123374167)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 42 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

05:45:46.123 (123374167)|CUMULATIVE_LIMIT_USAGE_END

05:45:46.0 (123411866)|CODE_UNIT_FINISHED|VF: /apex/ShowNews
05:45:46.0 (124466308)|EXECUTION_FINISHED
