40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
04:52:52.0 (28145864)|STATEMENT_EXECUTE|[10]
04:52:52.0 (28147482)|STATEMENT_EXECUTE|[11]
04:52:52.0 (28150422)|HEAP_ALLOCATE|[11]|Bytes:4
04:52:52.0 (28193212)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"counter":0,"limitSize":10,"resultEntries":"0x2e38ea12","totalSize":0}|0x5b91e9f0
04:52:52.0 (28201760)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (28206505)|VARIABLE_ASSIGNMENT|[EXTERNAL]|value|[]|0x6c618ce6
04:52:52.0 (28214744)|VARIABLE_ASSIGNMENT|[4]|this.BlogEntriesToShow|[]|0x5b91e9f0
04:52:52.0 (28223450)|STATEMENT_EXECUTE|[12]
04:52:52.0 (28226189)|HEAP_ALLOCATE|[12]|Bytes:111
04:52:52.0 (28236327)|HEAP_ALLOCATE|[12]|Bytes:4
04:52:52.0 (28253494)|HEAP_ALLOCATE|[50]|Bytes:5
04:52:52.0 (28266110)|HEAP_ALLOCATE|[56]|Bytes:5
04:52:52.0 (28272037)|HEAP_ALLOCATE|[64]|Bytes:7
04:52:52.0 (28518891)|SOQL_EXECUTE_BEGIN|[12]|Aggregations:0|SELECT title__c, link__c, published__c, description__c FROM BlogEntry__c ORDER BY published__c DESC NULLS FIRST
04:52:52.0 (48281479)|SOQL_EXECUTE_END|[12]|Rows:42
04:52:52.0 (48304004)|HEAP_ALLOCATE|[12]|Bytes:172
04:52:52.0 (48367406)|HEAP_ALLOCATE|[12]|Bytes:26444
04:52:52.0 (48392321)|HEAP_ALLOCATE|[12]|Bytes:172
04:52:52.0 (48413786)|VARIABLE_ASSIGNMENT|[12]|this.resultEntries|"List of size 42 too large to display"|0x5b91e9f0
04:52:52.0 (48420164)|STATEMENT_EXECUTE|[15]
04:52:52.0 (48452193)|HEAP_ALLOCATE|[15]|Bytes:4
04:52:52.0 (48460126)|VARIABLE_ASSIGNMENT|[15]|this.totalSize|42|0x5b91e9f0
04:52:52.0 (48471018)|STATEMENT_EXECUTE|[16]
04:52:52.0 (48473156)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48476161)|VARIABLE_SCOPE_BEGIN|[17]|i|Integer|false|false
04:52:52.0 (48482800)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48487754)|VARIABLE_ASSIGNMENT|[17]|i|0
04:52:52.0 (48493597)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48494557)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48535240)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48570526)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48587691)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48593623)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48599710)|VARIABLE_ASSIGNMENT|[17]|i|1
04:52:52.0 (48605550)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48606497)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48623411)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48641601)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48649461)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48653492)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48658043)|VARIABLE_ASSIGNMENT|[17]|i|2
04:52:52.0 (48663007)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48663990)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48678354)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48693161)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48699861)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48703703)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48707763)|VARIABLE_ASSIGNMENT|[17]|i|3
04:52:52.0 (48712049)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48712968)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48725823)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48739958)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48746505)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48750511)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48754028)|VARIABLE_ASSIGNMENT|[17]|i|4
04:52:52.0 (48758114)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48758944)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48771424)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48785880)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48792226)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48795863)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48799319)|VARIABLE_ASSIGNMENT|[17]|i|5
04:52:52.0 (48803353)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48804225)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48816646)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48830039)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48836385)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48843526)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48847418)|VARIABLE_ASSIGNMENT|[17]|i|6
04:52:52.0 (48851686)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48852615)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48865698)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48880091)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48886661)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48890543)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48894051)|VARIABLE_ASSIGNMENT|[17]|i|7
04:52:52.0 (48898077)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48899014)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48911371)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48924941)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48931509)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48935475)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48939000)|VARIABLE_ASSIGNMENT|[17]|i|8
04:52:52.0 (48943392)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48944284)|STATEMENT_EXECUTE|[18]
04:52:52.0 (48956652)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (48970274)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (48976733)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (48981227)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (48984895)|VARIABLE_ASSIGNMENT|[17]|i|9
04:52:52.0 (48990136)|STATEMENT_EXECUTE|[17]
04:52:52.0 (48991040)|STATEMENT_EXECUTE|[18]
04:52:52.0 (49003416)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (49018111)|HEAP_ALLOCATE|[18]|Bytes:24
04:52:52.0 (49024241)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
04:52:52.0 (49028063)|HEAP_ALLOCATE|[17]|Bytes:4
04:52:52.0 (49032040)|VARIABLE_ASSIGNMENT|[17]|i|10
04:52:52.0 (49083015)|SYSTEM_MODE_ENTER|true
04:52:52.0 (51106476)|SYSTEM_MODE_ENTER|true
04:52:52.0 (51141673)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
04:52:52.0 (51164357)|VARIABLE_SCOPE_BEGIN|[84]|this|JsonController|true|false
04:52:52.0 (51190840)|VARIABLE_ASSIGNMENT|[84]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (51201742)|STATEMENT_EXECUTE|[84]
04:52:52.0 (51206078)|STATEMENT_EXECUTE|[86]
04:52:52.0 (51217977)|HEAP_ALLOCATE|[86]|Bytes:5
04:52:52.0 (51385054)|SYSTEM_MODE_ENTER|true
04:52:52.0 (51409137)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:24
04:52:52.0 (51431362)|VARIABLE_SCOPE_BEGIN|[77]|this|JsonController|true|false
04:52:52.0 (51453517)|VARIABLE_ASSIGNMENT|[77]|this|{"BlogEntriesToShow":"0x6c618ce6","counter":0,"limitSize":10,"resultEntries":"0x1791e76","totalSize":42}|0x5b91e9f0
04:52:52.0 (51461730)|STATEMENT_EXECUTE|[77]
04:52:52.0 (51466610)|STATEMENT_EXECUTE|[81]
04:52:52.0 (51470696)|HEAP_ALLOCATE|[81]|Bytes:5
04:52:52.0 (58902006)|VF_SERIALIZE_VIEWSTATE_BEGIN|0667F000003H5tO
04:52:52.0 (70655921)|VF_SERIALIZE_VIEWSTATE_END
04:52:52.0 (139087499)|CODE_UNIT_STARTED|[EXTERNAL]|Generate Metadata
04:52:52.0 (146191251)|CODE_UNIT_FINISHED|Generate Metadata
04:52:52.149 (149527831)|CUMULATIVE_LIMIT_USAGE
04:52:52.149 (149527831)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 42 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

04:52:52.149 (149527831)|CUMULATIVE_LIMIT_USAGE_END

04:52:52.0 (149566236)|CODE_UNIT_FINISHED|VF: /apex/ShowNews
04:52:52.0 (150255080)|EXECUTION_FINISHED
